"sequence","species_id","species_name","pdb","prophage","modeller","uniprot","Identity","Coverage1","Coverage2","rank","kegg_hit","EC.x","uniref_hit","uniref_identity","uniref_bitScore","uniref_eVal","cazy_hits","kofam","refseq","swissprot","evalue","score","COG_category","Description","EC.y"
"SpeciesTaxid_1680.NC_008618.1_928","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_928.pdb.gz","NO","NO","R5FML8","100","99.8","100","B","putative ABC transport system permease protein",NA,"UniRef90_C4FHG2 Efflux ABC transporter, permease protein n=120 Tax=Bacteria TaxID=2 RepID=C4FHG2_9BIFI",0.858,811,2.28e-261,"0",NA,"abc transporter permease",NA,4.39e-303,829,"V","ABC transporter permease","-"
"SpeciesTaxid_1680.NC_008618.1_929","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_929.pdb.gz","NO","NO","A0A1X2Z1L3","99.5","99.8","100","B","putative ABC transport system permease protein",NA,"UniRef90_R6NY89 FtsX domain-containing protein n=94 Tax=Actinobacteria TaxID=201174 RepID=R6NY89_9BIFI",0.853,720,7.24e-231,"0",NA,"abc transporter permease",NA,1.42e-270,743,"V","Efflux ABC transporter, permease protein","-"
"SpeciesTaxid_1680.NC_008618.1_930","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_930.pdb.gz","NO","NO","A7A2T6","100","99.5","100","B","",NA,"UniRef90_A0A076JH40 ABC transporter ATP-binding protein n=62 Tax=Bacteria TaxID=2 RepID=A0A076JH40_BIFAD",0.944,420,6.05e-131,"0","glycerol transport system ATP-binding protein",NA,NA,5.49e-147,414,"V","ABC transporter, ATP-binding protein","-"
"SpeciesTaxid_1680.NC_008618.1_931","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_931.pdb.gz","NO","NO","A0A1X2Z1N3","99.5","99.5","100","B","",NA,"UniRef90_R5GRQ3 FtsZ_C domain-containing protein n=27 Tax=Actinobacteria TaxID=201174 RepID=R5GRQ3_9BIFI",0.929,360,1.12e-110,"0",NA,"hypothetical protein",NA,1.15e-08,61.6,"D","Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity","-"
"SpeciesTaxid_1680.NC_008618.1_932","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_932.pdb.gz","NO","NO","A0A173WJL3","99.2","99.6","100","B","",NA,"UniRef90_A0A076JM93 DUF1648 domain-containing protein n=27 Tax=Actinobacteria TaxID=201174 RepID=A0A076JM93_BIFAD",0.96,487,3.14e-153,"0",NA,"sdpi family protein",NA,2.98e-171,478,"S","SdpI/YhfL protein family","-"
"SpeciesTaxid_1680.NC_008618.1_933","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_933.pdb.gz","NO","NO","R5FNH6","100","98.9","100","C","ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor",NA,"UniRef90_A0A076JNU9 ArsR family transcriptional regulator n=14 Tax=Actinobacteria TaxID=201174 RepID=A0A076JNU9_BIFAD",0.982,193,1.87e-54,"0",NA,"winged helix-turn-helix domain-containing protein","transcriptional repressor sdpr",4.2e-62,190,"K","helix_turn_helix, Arsenical Resistance Operon Repressor","-"
"SpeciesTaxid_1680.NC_008618.1_934","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_934.pdb.gz","NO","NO","A1A1U5","99.3","99.3","90.8","C","",NA,"UniRef90_A1A1U5 YoaP domain-containing protein n=12 Tax=Bifidobacterium TaxID=1678 RepID=A1A1U5_BIFAA",0.998,295,3.92e-89,"0",NA,"yoap domain-containing protein",NA,1.66e-96,285,"E","Belongs to the acetyltransferase family. ArgA subfamily","-"
"SpeciesTaxid_1680.NC_008618.1_935","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_935.pdb.gz","NO","NO","A0A3D1TTK5","100","99.7","100","B","ribose-phosphate pyrophosphokinase ","2.7.6.1","UniRef90_A0A564VZ85 Ribose-phosphate pyrophosphokinase n=22 Tax=Bifidobacteriaceae TaxID=31953 RepID=A0A564VZ85_9BIFI",0.929,661,5.53e-212,"0","ribose-phosphate pyrophosphokinase [EC:2.7.6.1]",NA,NA,1.12e-244,672,"F","Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)","2.7.6.1"
"SpeciesTaxid_1680.NC_008618.1_936","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_936.pdb.gz","NO","NO","R5H560","100","99.6","100","B","nicotinate-nucleotide adenylyltransferase ","2.7.7.18","UniRef90_A0A076JMT5 Probable nicotinate-nucleotide adenylyltransferase n=56 Tax=Actinobacteria TaxID=201174 RepID=A0A076JMT5_BIFAD",0.976,512,3.13e-162,"0",NA,"multispecies: nicotinate-nucleotide adenylyltransferase","nicotinate mononucleotide adenylyltransferase [2.7.7.18]",1.15e-180,502,"H","Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)","2.7.7.18"
"SpeciesTaxid_1680.NC_008618.1_937","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_937.pdb.gz","NO","NO","R5FJI4","100","99.5","100","B","",NA,"UniRef90_A0A076JM98 Phosphoribosylglycinamide synthetase n=26 Tax=Actinobacteria TaxID=201174 RepID=A0A076JM98_BIFAD",0.907,392,2.54e-121,"0",NA,"multispecies: hypothetical protein",NA,1.49e-128,367,"-","-","-"
"SpeciesTaxid_1680.NC_008618.1_938","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_938.pdb.gz","NO","NO","A1A1U9","100","99.8","100","B","glutamate-5-semialdehyde dehydrogenase ","1.2.1.41","UniRef90_A1A1U9 Gamma-glutamyl phosphate reductase n=62 Tax=Bifidobacterium TaxID=1678 RepID=PROA_BIFAA",0.942,845,5.75e-274,"0","glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]",NA,NA,1.58e-300,820,"E","Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate","1.2.1.41"
"SpeciesTaxid_1680.NC_008618.1_939","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_939.pdb.gz","NO","NO","A1A1V0","100","99.8","100","B","glycine hydroxymethyltransferase ","2.1.2.1","UniRef90_B7GTL3 Serine hydroxymethyltransferase n=182 Tax=Bifidobacterium TaxID=1678 RepID=GLYA_BIFLS",0.903,821,2.3e-265,"0","glycine hydroxymethyltransferase [EC:2.1.2.1]",NA,NA,1.83000000023528e-314,856,"E","Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism","2.1.2.1"
"SpeciesTaxid_1680.NC_008618.1_940","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_940.pdb.gz","NO","NO","A1A1V1","100","99.8","100","B","threonine synthase ","4.2.3.1","UniRef90_D2QAP8 ThrC Threonine synthase n=80 Tax=Bacteria TaxID=2 RepID=D2QAP8_BIFDB",0.915,949,0,"0",NA,"threonine synthase",NA,0,962,"E","Threonine synthase N terminus","4.2.3.1"
"SpeciesTaxid_1680.NC_008618.1_941","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_941.pdb.gz","NO","NO","A1A1V2","100","99.8","100","B","",NA,"UniRef90_A0A0G9MD72 Major facilitator transporter n=26 Tax=Bifidobacterium TaxID=1678 RepID=A0A0G9MD72_BIFAD",0.916,797,2.21e-257,"0",NA,"mfs transporter",NA,2.42e-230,643,"EGP","Transporter major facilitator family protein","-"
"SpeciesTaxid_1680.NC_008618.1_942","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_942.pdb.gz","NO","NO","A0A3D1TQ28","100","99.2","100","C","",NA,"UniRef90_A0A174BPS4 GntR family transcriptional regulator n=9 Tax=Bifidobacterium TaxID=1678 RepID=A0A174BPS4_BIFAD",0.923,244,1.84e-71,"0",NA,"gntr family transcriptional regulator",NA,4.14e-64,197,"K","helix_turn_helix gluconate operon transcriptional repressor","-"
"SpeciesTaxid_1680.NC_008618.1_943","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_943.pdb.gz","NO","NO","A1A1V4","100","99.6","97","B","",NA,"UniRef90_A0A0G9M9B5 Beta-phosphoglucomutase n=25 Tax=Bifidobacterium TaxID=1678 RepID=A0A0G9M9B5_BIFAD",0.962,454,2.44e-142,"0","(DL)-glycerol-3-phosphatase [EC:3.1.3.21]",NA,NA,8.89e-143,404,"S","Haloacid dehalogenase-like hydrolase","-"
"SpeciesTaxid_1680.NC_008618.1_944","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_944.pdb.gz","NO","NO","A0A1V8QBV3","100","99.8","100","B","DNA repair protein RecN (Recombination protein N)",NA,"UniRef90_B6XUS0 DNA repair protein RecN n=45 Tax=Bifidobacterium TaxID=1678 RepID=B6XUS0_9BIFI",0.818,956,0,"0","DNA repair protein RecN (Recombination protein N)",NA,NA,0,1014,"L","May be involved in recombinational repair of damaged DNA","-"
"SpeciesTaxid_1680.NC_008618.1_945","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_945.pdb.gz","NO","NO","A0A076JMC3","100","99.7","100","B","NAD+ kinase ","2.7.1.23","UniRef90_A0A076JMC3 NAD kinase n=39 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JMC3_BIFAD",0.963,638,1.49e-204,"0",NA,"multispecies: nad kinase","atp-dependent nad kinase [2.7.1.23]",5.44e-228,627,"H","Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP","2.7.1.23"
"SpeciesTaxid_1680.NC_008618.1_946","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_946.pdb.gz","NO","NO","A1A1V7","100","99.8","100","B","trk/ktr system potassium uptake protein",NA,"UniRef90_A0A0B5BNK5 Potassium transporter Trk n=68 Tax=Bifidobacterium TaxID=1678 RepID=A0A0B5BNK5_BIFAD",0.937,959,5.1040000000024e-312,"0",NA,"potassium transporter trk",NA,0,937,"P","Cation transport protein","-"
"SpeciesTaxid_1680.NC_008618.1_947","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_947.pdb.gz","NO","NO","A1A1V8","100","99.5","100","B","trk/ktr system potassium uptake protein",NA,"UniRef90_A0A0B5BPQ7 RCK C-terminal domain-containing protein n=44 Tax=Bifidobacteriales TaxID=85004 RepID=A0A0B5BPQ7_BIFAD",0.946,415,4.85e-129,"0",NA,"multispecies: trka family potassium uptake protein",NA,1.63e-151,426,"P","TrkA-N domain","-"
"SpeciesTaxid_1680.NC_008618.1_948","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_948.pdb.gz","NO","NO","A0A076JH68","100","99.6","100","B","23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase ","2.1.1.226 2.1.1.227","UniRef90_A0A173WLS8 Hemolysin-like protein n=25 Tax=Bifidobacterium TaxID=1678 RepID=A0A173WLS8_BIFAD",0.923,492,3.99e-155,"0","23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]",NA,NA,1.61e-174,487,"J","Ribosomal RNA large subunit methyltransferase J","2.1.1.226,2.1.1.227"
"SpeciesTaxid_1680.NC_008618.1_949","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_949.pdb.gz","NO","NO","A1A1W0","100","99.7","100","B","glycerol-1-phosphatase ","3.1.3.21","UniRef90_A0A0C2Z1N5 HAD family hydrolase n=31 Tax=Bifidobacterium TaxID=1678 RepID=A0A0C2Z1N5_BIFAD",0.955,687,1.06e-220,"0","glycerol-1-phosphatase [EC:3.1.3.21]",NA,NA,1.12e-245,674,"G","Haloacid dehalogenase-like hydrolase","-"
"SpeciesTaxid_1680.NC_008618.1_950","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_950.pdb.gz","NO","NO","A1A1W1","100","99.8","100","B","",NA,"UniRef90_A0A0G9M9H5 Helicase n=52 Tax=Bifidobacterium TaxID=1678 RepID=A0A0G9M9H5_BIFAD",0.868,1069,0,"0",NA,"hypothetical protein",NA,1.32e-302,838,"L","Tetratricopeptide repeat","-"
"SpeciesTaxid_1680.NC_008618.1_951","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_951.pdb.gz","NO","NO","A0A3D1TQ23","100","99.8","100","B","tyrosyl-tRNA synthetase ","6.1.1.1","UniRef90_A1A1W2 Tyrosine--tRNA ligase n=58 Tax=Bifidobacterium TaxID=1678 RepID=SYY_BIFAA",0.962,882,1.58e-286,"0",NA,"multispecies: tyrosine--trna ligase","tyrosyl-trna synthetase [6.1.1.1]",0,868,"J","Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)","6.1.1.1"
"SpeciesTaxid_1680.NC_008618.1_952","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_952.pdb.gz","NO","NO","A0A6I6QZT5","99.7","99.8","100","B","",NA,"UniRef90_A0A076JID3 Transporter n=44 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JID3_BIFAD",0.944,1190,0,"0",NA,"duf975 family protein",NA,0,1167,"S","Protein of unknown function (DUF975)","-"
"SpeciesTaxid_1680.NC_008618.1_953","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_953.pdb.gz","NO","NO","A0A076JH75","100","99.6","100","B","",NA,"UniRef90_A1A1W4 Uncharacterized protein n=21 Tax=Bifidobacterium TaxID=1678 RepID=A1A1W4_BIFAA",0.933,509,1.29e-160,"0",NA,"multispecies: putative abc transporter permease",NA,4.35e-166,466,"S","Putative ABC-transporter type IV","-"
"SpeciesTaxid_1680.NC_008618.1_954","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_954.pdb.gz","NO","NO","A1A1W5","100","99.4","100","B","uncharacterized protein",NA,"UniRef90_R5GYK9 HDc domain-containing protein n=30 Tax=Bifidobacterium TaxID=1678 RepID=R5GYK9_9BIFI",0.98,351,5.67e-108,"0",NA,"multispecies: hd domain-containing protein",NA,6.75e-125,355,"S","Metal dependent phosphohydrolases with conserved 'HD' motif.","-"
"SpeciesTaxid_1680.NC_008618.1_955","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_955.pdb.gz","NO","NO","A1A1W6","100","99.8","96.9","B","argininosuccinate lyase ","4.3.2.1","UniRef90_A0A6N2SPJ2 Argininosuccinate lyase n=71 Tax=Bacteria TaxID=2 RepID=A0A6N2SPJ2_9BIFI",0.901,931,2.03e-302,"0","argininosuccinate lyase [EC:4.3.2.1]",NA,NA,0,958,"E","argininosuccinate lyase","4.3.2.1"
"SpeciesTaxid_1680.NC_008618.1_956","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_956.pdb.gz","NO","NO","A0A087DRM0","100","99.8","100","B","argininosuccinate synthase ","6.3.4.5","UniRef90_B7GTP0 Argininosuccinate synthase n=102 Tax=Bifidobacteriaceae TaxID=31953 RepID=ASSY_BIFLS",0.94,814,1.34e-263,"0",NA,"multispecies: argininosuccinate synthase","citrulline--aspartate ligase [6.3.4.5]",9.86e-301,820,"E","Belongs to the argininosuccinate synthase family. Type 1 subfamily","6.3.4.5"
"SpeciesTaxid_1680.NC_008618.1_957","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_957.pdb.gz","NO","NO","A1A1W8","100","99.4","100","C","transcriptional regulator of arginine metabolism",NA,"UniRef90_A1A1W8 Arginine repressor n=14 Tax=Bifidobacterium TaxID=1678 RepID=ARGR_BIFAA",0.911,329,3.09e-100,"0",NA,"multispecies: arginine repressor","arginine repressor",3.86e-112,323,"K","Regulates arginine biosynthesis genes","-"
"SpeciesTaxid_1680.NC_008618.1_958","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_958.pdb.gz","NO","NO","A1A1W9","100","99.7","100","B","ornithine carbamoyltransferase ","2.1.3.3","UniRef90_B6XUQ4 Ornithine carbamoyltransferase n=13 Tax=Bifidobacterium TaxID=1678 RepID=B6XUQ4_9BIFI",0.946,624,2.51e-199,"0","ornithine carbamoyltransferase [EC:2.1.3.3]",NA,NA,2.42e-235,647,"E","Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline","2.1.3.3"
"SpeciesTaxid_1680.NC_008618.1_959","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_959.pdb.gz","NO","NO","A0A1X2ZGL2","100","99.8","100","B","acetylornithine/N-succinyldiaminopimelate aminotransferase ","2.6.1.11 2.6.1.17","UniRef90_A0A076JMX5 Acetylornithine aminotransferase n=22 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JMX5_BIFAD",0.957,869,5.87e-282,"0","neamine transaminase / 2'-deamino-2'-hydroxyneamine transaminase [EC:2.6.1.93 2.6.1.94]",NA,NA,9.7600000000032e-313,852,"E","Aminotransferase class-III","2.6.1.11,2.6.1.17"
"SpeciesTaxid_1680.NC_008618.1_960","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_960.pdb.gz","NO","NO","A7A7W5","100","99.7","100","B","acetylglutamate kinase ","2.7.2.8","UniRef90_A0A087DZF3 Acetylglutamate kinase n=9 Tax=Bifidobacterium TaxID=1678 RepID=A0A087DZF3_9BIFI",0.918,608,4.53e-194,"0","acetylglutamate kinase [EC:2.7.2.8]",NA,NA,1.05e-227,627,"E","Belongs to the acetylglutamate kinase family. ArgB subfamily","2.7.2.8"
"SpeciesTaxid_1680.NC_008618.1_961","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_961.pdb.gz","NO","NO","A1A1X2","100","99.7","100","B","glutamate N-acetyltransferase / amino-acid N-acetyltransferase ","2.3.1.35 2.3.1.1","UniRef90_B6XUQ1 Arginine biosynthesis bifunctional protein ArgJ n=69 Tax=Bifidobacterium TaxID=1678 RepID=B6XUQ1_9BIFI",0.879,715,1.99e-229,"0","glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]",NA,NA,1.88e-271,744,"E","Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate","2.3.1.1,2.3.1.35"
"SpeciesTaxid_1680.NC_008618.1_962","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_962.pdb.gz","NO","NO","A0A1E7Y0Q4","100","99.7","100","B","N-acetyl-gamma-glutamyl-phosphate reductase ","1.2.1.38","UniRef90_D2QAS8 N-acetyl-gamma-glutamyl-phosphate reductase n=90 Tax=Bifidobacterium TaxID=1678 RepID=D2QAS8_BIFDB",0.905,689,3.41e-221,"0","N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]",NA,NA,1.11e-259,712,"E","Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde","1.2.1.38"
"SpeciesTaxid_1680.NC_008618.1_963","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_963.pdb.gz","NO","NO","A0A1X2ZY12","100","99.6","100","B","",NA,"UniRef90_A1A1X4 Uncharacterized protein n=34 Tax=Bifidobacterium TaxID=1678 RepID=A1A1X4_BIFAA",0.949,482,5.74e-152,"0",NA,"duf4190 domain-containing protein",NA,5.86e-134,384,"-","-","-"
"SpeciesTaxid_1680.NC_008618.1_964","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_964.pdb.gz","NO","NO","A0A174BYD2","99.9","99.9","100","B","phenylalanyl-tRNA synthetase beta chain ","6.1.1.20","UniRef90_A1A1X5 Phenylalanine--tRNA ligase beta subunit n=117 Tax=Bifidobacterium TaxID=1678 RepID=A1A1X5_BIFAA",0.969,1770,0,"0","phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]",NA,NA,0,1737,"J","Phenylalanyl-tRNA synthetase beta","6.1.1.20"
"SpeciesTaxid_1680.NC_008618.1_965","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_965.pdb.gz","NO","NO","A1A1X6","100","99.7","100","B","phenylalanyl-tRNA synthetase alpha chain ","6.1.1.20","UniRef90_A1A1X6 Phenylalanine--tRNA ligase alpha subunit n=65 Tax=Bifidobacterium TaxID=1678 RepID=SYFA_BIFAA",0.961,719,8.91e-232,"0",NA,"multispecies: phenylalanine--trna ligase subunit alpha","phenylalanyl-trna synthetase alpha subunit [6.1.1.20]",2.14e-257,705,"J","Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily","6.1.1.20"
"SpeciesTaxid_1680.NC_008618.1_966","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_966.pdb.gz","NO","NO","A1A1X7","100","99.7","100","B","RNA methyltransferase, TrmH family",NA,"UniRef90_A0A087D2S6 tRNA/rRNA methyltransferase SpoU family n=31 Tax=Bifidobacterium TaxID=1678 RepID=A0A087D2S6_BIFRU",0.884,535,2.57e-169,"0","RNA methyltransferase, TrmH family",NA,NA,5.7e-202,560,"J","Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family","-"
"SpeciesTaxid_1680.NC_008618.1_967","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_967.pdb.gz","NO","NO","A1A1X8","100","99.6","100","B","",NA,"UniRef90_A0A076JIE6 Transporter n=6 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A0A076JIE6_BIFAD",0.833,419,5.09e-130,"0",NA,"hypothetical protein, partial",NA,7.47e-138,394,"V","FtsX-like permease family","-"
"SpeciesTaxid_1680.NC_008618.1_968","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_968.pdb.gz","NO","NO","A1A1X9","100","99.6","90.2","B","",NA,"UniRef90_A0A076JH90 ABC transporter ATP-binding protein n=59 Tax=Bifidobacterium TaxID=1678 RepID=A0A076JH90_BIFAD",0.873,454,8.26e-142,"0","Fe-S cluster assembly ATP-binding protein",NA,NA,6.65e-158,445,"V","ABC transporter, ATP-binding protein","-"
"SpeciesTaxid_1680.NC_008618.1_969","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_969.pdb.gz","NO","NO","A1A1Y0","100","99.8","100","B","",NA,"UniRef90_A0A174BUZ4 Uraa3 n=11 Tax=Bifidobacterium adolescentis TaxID=1680 RepID=A0A174BUZ4_BIFAD",0.884,855,1.66e-276,"0","uric acid transporter",NA,NA,5.58e-265,734,"F","Psort location CytoplasmicMembrane, score 10.00","-"
"SpeciesTaxid_1680.NC_008618.1_970","SpeciesTaxid_1680","Bifidobacterium_adolescentis","SpeciesTaxid_1680.NC_008618.1_970.pdb.gz","NO","NO","A1A1Y1","100","99.7","100","B","",NA,"UniRef90_A1A1Y1 Possible acyl protein synthase n=26 Tax=Bifidobacterium TaxID=1678 RepID=A1A1Y1_BIFAA",0.987,793,7.37e-257,"0",NA,"coenzyme f390 synthetase",NA,7.11e-255,701,"H","long-chain-fatty-acid--luciferin-component ligase, acyl-protein synthase","-"
